#"Steps"	"Temperature (K)"	"298K Weight"	"322.602K Weight"	"349.235K Weight"	"378.066K Weight"	"409.278K Weight"	"443.067K Weight"	"479.645K Weight"	"519.243K Weight"	"562.109K Weight"	"608.515K Weight"	"658.752K Weight"	"713.136K Weight"	"772.01K Weight"	"835.745K Weight"	"904.741K Weight"	"979.433K Weight"	"1060.29K Weight"	"1147.83K Weight"	"1242.59K Weight"	"1345.17K Weight"	"1456.22K Weight"	"1576.44K Weight"	"1706.59K Weight"	"1847.48K Weight"	"2000K Weight"
1003000	378.066	0	0.264664	0.174934	-0.165573	-0.791634	-1.70437	-2.77846	-4.16174	-5.70908	-7.44906	-9.27567	-11.2585	-13.4511	-15.7989	-18.3224	-21.0136	-23.8106	-26.503	-29.5141	-32.481	-35.5824	-38.707	-41.8747	-45.3015	-48.5799
1004000	772.01	0	0.264656	0.17495	-0.165558	-0.791618	-1.70434	-2.77842	-4.16171	-5.70904	-7.44907	-9.27563	-11.2585	-13.4511	-15.7989	-18.3223	-21.0136	-23.8106	-26.503	-29.514	-32.4809	-35.5823	-38.707	-41.8746	-45.3014	-48.5798
1005000	479.645	0	0.264656	0.17495	-0.165558	-0.791618	-1.70435	-2.77844	-4.16176	-5.70908	-7.4491	-9.27567	-11.2585	-13.4511	-15.7989	-18.3223	-21.0136	-23.8106	-26.503	-29.514	-32.4809	-35.5823	-38.707	-41.8746	-45.3014	-48.5798
1006000	1456.22	0	0.264656	0.17495	-0.165558	-0.791618	-1.70435	-2.77844	-4.16176	-5.70908	-7.44911	-9.27568	-11.2585	-13.4511	-15.799	-18.3224	-21.0136	-23.8106	-26.503	-29.5141	-32.4809	-35.5824	-38.707	-41.8746	-45.3014	-48.5798
1007000	904.741	0	0.264656	0.17495	-0.165558	-0.791618	-1.70435	-2.77844	-4.16176	-5.70908	-7.44911	-9.2757	-11.2585	-13.4511	-15.799	-18.3224	-21.0137	-23.8106	-26.503	-29.5141	-32.481	-35.5824	-38.707	-41.8746	-45.3014	-48.5798
1008000	904.741	0	0.264656	0.17495	-0.165558	-0.791618	-1.70435	-2.77844	-4.16176	-5.70908	-7.44911	-9.2757	-11.2585	-13.4511	-15.799	-18.3224	-21.0137	-23.8107	-26.5031	-29.5141	-32.481	-35.5825	-38.707	-41.8747	-45.3015	-48.5798
1009000	1456.22	0	0.264656	0.17495	-0.165558	-0.791618	-1.70435	-2.77844	-4.16176	-5.70908	-7.44911	-9.2757	-11.2585	-13.4511	-15.799	-18.3224	-21.0137	-23.8107	-26.5031	-29.5142	-32.4811	-35.5825	-38.7071	-41.8747	-45.3015	-48.5798
1010000	1456.22	0	0.264656	0.17495	-0.165558	-0.791618	-1.70435	-2.77844	-4.16176	-5.70908	-7.44911	-9.2757	-11.2585	-13.4511	-15.799	-18.3224	-21.0137	-23.8107	-26.5031	-29.5142	-32.4811	-35.5826	-38.7071	-41.8748	-45.3015	-48.5799
1011000	1847.48	0	0.264656	0.17495	-0.165558	-0.791618	-1.70435	-2.77844	-4.16176	-5.70908	-7.44911	-9.2757	-11.2585	-13.4511	-15.799	-18.3224	-21.0137	-23.8107	-26.5031	-29.5142	-32.4811	-35.5826	-38.7071	-41.8748	-45.3016	-48.5799
1012000	2000	0	0.264656	0.17495	-0.165558	-0.791618	-1.70435	-2.77844	-4.16176	-5.70908	-7.44911	-9.2757	-11.2585	-13.4511	-15.799	-18.3224	-21.0137	-23.8107	-26.5031	-29.5142	-32.4811	-35.5826	-38.7071	-41.8748	-45.3016	-48.5801
1013000	2000	0	0.264656	0.17495	-0.165558	-0.791618	-1.70435	-2.77844	-4.16176	-5.70908	-7.44911	-9.2757	-11.2585	-13.4511	-15.799	-18.3224	-21.0137	-23.8107	-26.5031	-29.5142	-32.4811	-35.5826	-38.7071	-41.8748	-45.3016	-48.5801
1014000	2000	0	0.264656	0.17495	-0.165558	-0.791618	-1.70435	-2.77844	-4.16176	-5.70908	-7.44911	-9.2757	-11.2585	-13.4511	-15.799	-18.3224	-21.0137	-23.8107	-26.5031	-29.5142	-32.4811	-35.5826	-38.7071	-41.8748	-45.3016	-48.5801
1015000	2000	0	0.264656	0.17495	-0.165558	-0.791618	-1.70435	-2.77844	-4.16176	-5.70908	-7.44911	-9.2757	-11.2585	-13.4511	-15.799	-18.3224	-21.0137	-23.8107	-26.5031	-29.5142	-32.4811	-35.5826	-38.7071	-41.8748	-45.3016	-48.5801
1016000	2000	0	0.264656	0.17495	-0.165558	-0.791618	-1.70435	-2.77844	-4.16176	-5.70908	-7.44911	-9.2757	-11.2585	-13.4511	-15.799	-18.3224	-21.0137	-23.8107	-26.5031	-29.5142	-32.4811	-35.5826	-38.7071	-41.8748	-45.3016	-48.5801
1017000	2000	0	0.264656	0.17495	-0.165558	-0.791618	-1.70435	-2.77844	-4.16176	-5.70908	-7.44911	-9.2757	-11.2585	-13.4511	-15.799	-18.3224	-21.0137	-23.8107	-26.5031	-29.5142	-32.4811	-35.5826	-38.7071	-41.8748	-45.3016	-48.5801
1018000	2000	0	0.264656	0.17495	-0.165558	-0.791618	-1.70435	-2.77844	-4.16176	-5.70908	-7.44911	-9.2757	-11.2585	-13.4511	-15.799	-18.3224	-21.0137	-23.8107	-26.5031	-29.5142	-32.4811	-35.5826	-38.7071	-41.8748	-45.3016	-48.5801
1019000	2000	0	0.264656	0.17495	-0.165558	-0.791618	-1.70435	-2.77844	-4.16176	-5.70908	-7.44911	-9.2757	-11.2585	-13.4511	-15.799	-18.3224	-21.0137	-23.8107	-26.5031	-29.5142	-32.4811	-35.5826	-38.7071	-41.8748	-45.3016	-48.5801
1020000	2000	0	0.264656	0.17495	-0.165558	-0.791618	-1.70435	-2.77844	-4.16176	-5.70908	-7.44911	-9.2757	-11.2585	-13.4511	-15.799	-18.3224	-21.0137	-23.8107	-26.5031	-29.5142	-32.4811	-35.5826	-38.7071	-41.8748	-45.3016	-48.5801
1021000	2000	0	0.264656	0.17495	-0.165558	-0.791618	-1.70435	-2.77844	-4.16176	-5.70908	-7.44911	-9.2757	-11.2585	-13.4511	-15.799	-18.3224	-21.0137	-23.8107	-26.5031	-29.5142	-32.4811	-35.5826	-38.7071	-41.8748	-45.3016	-48.5801
1022000	2000	0	0.264656	0.17495	-0.165558	-0.791618	-1.70435	-2.77844	-4.16176	-5.70908	-7.44911	-9.2757	-11.2585	-13.4511	-15.799	-18.3224	-21.0137	-23.8107	-26.5031	-29.5142	-32.4811	-35.5826	-38.7071	-41.8748	-45.3016	-48.5801
1023000	2000	0	0.264656	0.17495	-0.165558	-0.791618	-1.70435	-2.77844	-4.16176	-5.70908	-7.44911	-9.2757	-11.2585	-13.4511	-15.799	-18.3224	-21.0137	-23.8107	-26.5031	-29.5142	-32.4811	-35.5826	-38.7071	-41.8748	-45.3016	-48.5801
1024000	2000	0	0.264656	0.17495	-0.165558	-0.791618	-1.70435	-2.77844	-4.16176	-5.70908	-7.44911	-9.2757	-11.2585	-13.4511	-15.799	-18.3224	-21.0137	-23.8107	-26.5031	-29.5142	-32.4811	-35.5826	-38.7071	-41.8748	-45.3016	-48.5801
1025000	2000	0	0.264656	0.17495	-0.165558	-0.791618	-1.70435	-2.77844	-4.16176	-5.70908	-7.44911	-9.2757	-11.2585	-13.4511	-15.799	-18.3224	-21.0137	-23.8107	-26.5031	-29.5142	-32.4811	-35.5826	-38.7071	-41.8748	-45.3016	-48.5801
1026000	2000	0	0.264656	0.17495	-0.165558	-0.791618	-1.70435	-2.77844	-4.16176	-5.70908	-7.44911	-9.2757	-11.2585	-13.4511	-15.799	-18.3224	-21.0137	-23.8107	-26.5031	-29.5142	-32.4811	-35.5826	-38.7071	-41.8748	-45.3016	-48.5801
1027000	2000	0	0.264656	0.17495	-0.165558	-0.791618	-1.70435	-2.77844	-4.16176	-5.70908	-7.44911	-9.2757	-11.2585	-13.4511	-15.799	-18.3224	-21.0137	-23.8107	-26.5031	-29.5142	-32.4811	-35.5826	-38.7071	-41.8748	-45.3016	-48.5801
1028000	2000	0	0.264656	0.17495	-0.165558	-0.791618	-1.70435	-2.77844	-4.16176	-5.70908	-7.44911	-9.2757	-11.2585	-13.4511	-15.799	-18.3224	-21.0137	-23.8107	-26.5031	-29.5142	-32.4811	-35.5826	-38.7071	-41.8748	-45.3016	-48.5801
1029000	2000	0	0.264656	0.17495	-0.165558	-0.791618	-1.70435	-2.77844	-4.16176	-5.70908	-7.44911	-9.2757	-11.2585	-13.4511	-15.799	-18.3224	-21.0137	-23.8107	-26.5031	-29.5142	-32.4811	-35.5826	-38.7071	-41.8748	-45.3016	-48.5801
1030000	2000	0	0.264656	0.17495	-0.165558	-0.791618	-1.70435	-2.77844	-4.16176	-5.70908	-7.44911	-9.2757	-11.2585	-13.4511	-15.799	-18.3224	-21.0137	-23.8107	-26.5031	-29.5142	-32.4811	-35.5826	-38.7071	-41.8748	-45.3016	-48.5801
1031000	2000	0	0.264656	0.17495	-0.165558	-0.791618	-1.70435	-2.77844	-4.16176	-5.70908	-7.44911	-9.2757	-11.2585	-13.4511	-15.799	-18.3224	-21.0137	-23.8107	-26.5031	-29.5142	-32.4811	-35.5826	-38.7071	-41.8748	-45.3016	-48.5801
1032000	2000	0	0.264656	0.17495	-0.165558	-0.791618	-1.70435	-2.77844	-4.16176	-5.70908	-7.44911	-9.2757	-11.2585	-13.4511	-15.799	-18.3224	-21.0137	-23.8107	-26.5031	-29.5142	-32.4811	-35.5826	-38.7071	-41.8748	-45.3016	-48.5801
1033000	2000	0	0.264656	0.17495	-0.165558	-0.791618	-1.70435	-2.77844	-4.16176	-5.70908	-7.44911	-9.2757	-11.2585	-13.4511	-15.799	-18.3224	-21.0137	-23.8107	-26.5031	-29.5142	-32.4811	-35.5826	-38.7071	-41.8748	-45.3016	-48.5801
1034000	2000	0	0.264656	0.17495	-0.165558	-0.791618	-1.70435	-2.77844	-4.16176	-5.70908	-7.44911	-9.2757	-11.2585	-13.4511	-15.799	-18.3224	-21.0137	-23.8107	-26.5031	-29.5142	-32.4811	-35.5826	-38.7071	-41.8748	-45.3016	-48.5801
1035000	2000	0	0.264656	0.17495	-0.165558	-0.791618	-1.70435	-2.77844	-4.16176	-5.70908	-7.44911	-9.2757	-11.2585	-13.4511	-15.799	-18.3224	-21.0137	-23.8107	-26.5031	-29.5142	-32.4811	-35.5826	-38.7071	-41.8748	-45.3016	-48.5801
1036000	2000	0	0.264656	0.17495	-0.165558	-0.791618	-1.70435	-2.77844	-4.16176	-5.70908	-7.44911	-9.2757	-11.2585	-13.4511	-15.799	-18.3224	-21.0137	-23.8107	-26.5031	-29.5142	-32.4811	-35.5826	-38.7071	-41.8748	-45.3016	-48.5801
1037000	2000	0	0.264656	0.17495	-0.165558	-0.791618	-1.70435	-2.77844	-4.16176	-5.70908	-7.44911	-9.2757	-11.2585	-13.4511	-15.799	-18.3224	-21.0137	-23.8107	-26.5031	-29.5142	-32.4811	-35.5826	-38.7071	-41.8748	-45.3016	-48.5801
1038000	2000	0	0.264656	0.17495	-0.165558	-0.791618	-1.70435	-2.77844	-4.16176	-5.70908	-7.44911	-9.2757	-11.2585	-13.4511	-15.799	-18.3224	-21.0137	-23.8107	-26.5031	-29.5142	-32.4811	-35.5826	-38.7071	-41.8748	-45.3016	-48.5801
1039000	2000	0	0.264656	0.17495	-0.165558	-0.791618	-1.70435	-2.77844	-4.16176	-5.70908	-7.44911	-9.2757	-11.2585	-13.4511	-15.799	-18.3224	-21.0137	-23.8107	-26.5031	-29.5142	-32.4811	-35.5826	-38.7071	-41.8748	-45.3016	-48.5801
1040000	2000	0	0.264656	0.17495	-0.165558	-0.791618	-1.70435	-2.77844	-4.16176	-5.70908	-7.44911	-9.2757	-11.2585	-13.4511	-15.799	-18.3224	-21.0137	-23.8107	-26.5031	-29.5142	-32.4811	-35.5826	-38.7071	-41.8748	-45.3016	-48.5801
1041000	2000	0	0.264656	0.17495	-0.165558	-0.791618	-1.70435	-2.77844	-4.16176	-5.70908	-7.44911	-9.2757	-11.2585	-13.4511	-15.799	-18.3224	-21.0137	-23.8107	-26.5031	-29.5142	-32.4811	-35.5826	-38.7071	-41.8748	-45.3016	-48.5801
1042000	2000	0	0.264656	0.17495	-0.165558	-0.791618	-1.70435	-2.77844	-4.16176	-5.70908	-7.44911	-9.2757	-11.2585	-13.4511	-15.799	-18.3224	-21.0137	-23.8107	-26.5031	-29.5142	-32.4811	-35.5826	-38.7071	-41.8748	-45.3016	-48.5801
1043000	2000	0	0.264656	0.17495	-0.165558	-0.791618	-1.70435	-2.77844	-4.16176	-5.70908	-7.44911	-9.2757	-11.2585	-13.4511	-15.799	-18.3224	-21.0137	-23.8107	-26.5031	-29.5142	-32.4811	-35.5826	-38.7071	-41.8748	-45.3016	-48.5801
1044000	2000	0	0.264656	0.17495	-0.165558	-0.791618	-1.70435	-2.77844	-4.16176	-5.70908	-7.44911	-9.2757	-11.2585	-13.4511	-15.799	-18.3224	-21.0137	-23.8107	-26.5031	-29.5142	-32.4811	-35.5826	-38.7071	-41.8748	-45.3016	-48.5801
1045000	2000	0	0.264656	0.17495	-0.165558	-0.791618	-1.70435	-2.77844	-4.16176	-5.70908	-7.44911	-9.2757	-11.2585	-13.4511	-15.799	-18.3224	-21.0137	-23.8107	-26.5031	-29.5142	-32.4811	-35.5826	-38.7071	-41.8748	-45.3016	-48.5801
1046000	2000	0	0.264656	0.17495	-0.165558	-0.791618	-1.70435	-2.77844	-4.16176	-5.70908	-7.44911	-9.2757	-11.2585	-13.4511	-15.799	-18.3224	-21.0137	-23.8107	-26.5031	-29.5142	-32.4811	-35.5826	-38.7071	-41.8748	-45.3016	-48.5801
1047000	2000	0	0.264656	0.17495	-0.165558	-0.791618	-1.70435	-2.77844	-4.16176	-5.70908	-7.44911	-9.2757	-11.2585	-13.4511	-15.799	-18.3224	-21.0137	-23.8107	-26.5031	-29.5142	-32.4811	-35.5826	-38.7071	-41.8748	-45.3016	-48.5801
1048000	2000	0	0.264656	0.17495	-0.165558	-0.791618	-1.70435	-2.77844	-4.16176	-5.70908	-7.44911	-9.2757	-11.2585	-13.4511	-15.799	-18.3224	-21.0137	-23.8107	-26.5031	-29.5142	-32.4811	-35.5826	-38.7071	-41.8748	-45.3016	-48.5801
1049000	2000	0	0.264656	0.17495	-0.165558	-0.791618	-1.70435	-2.77844	-4.16176	-5.70908	-7.44911	-9.2757	-11.2585	-13.4511	-15.799	-18.3224	-21.0137	-23.8107	-26.5031	-29.5142	-32.4811	-35.5826	-38.7071	-41.8748	-45.3016	-48.5801
1050000	2000	0	0.264656	0.17495	-0.165558	-0.791618	-1.70435	-2.77844	-4.16176	-5.70908	-7.44911	-9.2757	-11.2585	-13.4511	-15.799	-18.3224	-21.0137	-23.8107	-26.5031	-29.5142	-32.4811	-35.5826	-38.7071	-41.8748	-45.3016	-48.5801
1051000	2000	0	0.264656	0.17495	-0.165558	-0.791618	-1.70435	-2.77844	-4.16176	-5.70908	-7.44911	-9.2757	-11.2585	-13.4511	-15.799	-18.3224	-21.0137	-23.8107	-26.5031	-29.5142	-32.4811	-35.5826	-38.7071	-41.8748	-45.3016	-48.5801
1052000	2000	0	0.264656	0.17495	-0.165558	-0.791618	-1.70435	-2.77844	-4.16176	-5.70908	-7.44911	-9.2757	-11.2585	-13.4511	-15.799	-18.3224	-21.0137	-23.8107	-26.5031	-29.5142	-32.4811	-35.5826	-38.7071	-41.8748	-45.3016	-48.5801
1053000	2000	0	0.264656	0.17495	-0.165558	-0.791618	-1.70435	-2.77844	-4.16176	-5.70908	-7.44911	-9.2757	-11.2585	-13.4511	-15.799	-18.3224	-21.0137	-23.8107	-26.5031	-29.5142	-32.4811	-35.5826	-38.7071	-41.8748	-45.3016	-48.5801
1054000	2000	0	0.264656	0.17495	-0.165558	-0.791618	-1.70435	-2.77844	-4.16176	-5.70908	-7.44911	-9.2757	-11.2585	-13.4511	-15.799	-18.3224	-21.0137	-23.8107	-26.5031	-29.5142	-32.4811	-35.5826	-38.7071	-41.8748	-45.3016	-48.5801
1055000	2000	0	0.264656	0.17495	-0.165558	-0.791618	-1.70435	-2.77844	-4.16176	-5.70908	-7.44911	-9.2757	-11.2585	-13.4511	-15.799	-18.3224	-21.0137	-23.8107	-26.5031	-29.5142	-32.4811	-35.5826	-38.7071	-41.8748	-45.3016	-48.5801
1056000	2000	0	0.264656	0.17495	-0.165558	-0.791618	-1.70435	-2.77844	-4.16176	-5.70908	-7.44911	-9.2757	-11.2585	-13.4511	-15.799	-18.3224	-21.0137	-23.8107	-26.5031	-29.5142	-32.4811	-35.5826	-38.7071	-41.8748	-45.3016	-48.5801
1057000	2000	0	0.264656	0.17495	-0.165558	-0.791618	-1.70435	-2.77844	-4.16176	-5.70908	-7.44911	-9.2757	-11.2585	-13.4511	-15.799	-18.3224	-21.0137	-23.8107	-26.5031	-29.5142	-32.4811	-35.5826	-38.7071	-41.8748	-45.3016	-48.5801
1058000	2000	0	0.264656	0.17495	-0.165558	-0.791618	-1.70435	-2.77844	-4.16176	-5.70908	-7.44911	-9.2757	-11.2585	-13.4511	-15.799	-18.3224	-21.0137	-23.8107	-26.5031	-29.5142	-32.4811	-35.5826	-38.7071	-41.8748	-45.3016	-48.5801
1059000	2000	0	0.264656	0.17495	-0.165558	-0.791618	-1.70435	-2.77844	-4.16176	-5.70908	-7.44911	-9.2757	-11.2585	-13.4511	-15.799	-18.3224	-21.0137	-23.8107	-26.5031	-29.5142	-32.4811	-35.5826	-38.7071	-41.8748	-45.3016	-48.5801
1060000	2000	0	0.264656	0.17495	-0.165558	-0.791618	-1.70435	-2.77844	-4.16176	-5.70908	-7.44911	-9.2757	-11.2585	-13.4511	-15.799	-18.3224	-21.0137	-23.8107	-26.5031	-29.5142	-32.4811	-35.5826	-38.7071	-41.8748	-45.3016	-48.5801
1061000	2000	0	0.264656	0.17495	-0.165558	-0.791618	-1.70435	-2.77844	-4.16176	-5.70908	-7.44911	-9.2757	-11.2585	-13.4511	-15.799	-18.3224	-21.0137	-23.8107	-26.5031	-29.5142	-32.4811	-35.5826	-38.7071	-41.8748	-45.3016	-48.5801
1062000	2000	0	0.264656	0.17495	-0.165558	-0.791618	-1.70435	-2.77844	-4.16176	-5.70908	-7.44911	-9.2757	-11.2585	-13.4511	-15.799	-18.3224	-21.0137	-23.8107	-26.5031	-29.5142	-32.4811	-35.5826	-38.7071	-41.8748	-45.3016	-48.5801
1063000	2000	0	0.264656	0.17495	-0.165558	-0.791618	-1.70435	-2.77844	-4.16176	-5.70908	-7.44911	-9.2757	-11.2585	-13.4511	-15.799	-18.3224	-21.0137	-23.8107	-26.5031	-29.5142	-32.4811	-35.5826	-38.7071	-41.8748	-45.3016	-48.5801
1064000	2000	0	0.264656	0.17495	-0.165558	-0.791618	-1.70435	-2.77844	-4.16176	-5.70908	-7.44911	-9.2757	-11.2585	-13.4511	-15.799	-18.3224	-21.0137	-23.8107	-26.5031	-29.5142	-32.4811	-35.5826	-38.7071	-41.8748	-45.3016	-48.5801
1065000	2000	0	0.264656	0.17495	-0.165558	-0.791618	-1.70435	-2.77844	-4.16176	-5.70908	-7.44911	-9.2757	-11.2585	-13.4511	-15.799	-18.3224	-21.0137	-23.8107	-26.5031	-29.5142	-32.4811	-35.5826	-38.7071	-41.8748	-45.3016	-48.5801
1066000	2000	0	0.264656	0.17495	-0.165558	-0.791618	-1.70435	-2.77844	-4.16176	-5.70908	-7.44911	-9.2757	-11.2585	-13.4511	-15.799	-18.3224	-21.0137	-23.8107	-26.5031	-29.5142	-32.4811	-35.5826	-38.7071	-41.8748	-45.3016	-48.5801
1067000	2000	0	0.264656	0.17495	-0.165558	-0.791618	-1.70435	-2.77844	-4.16176	-5.70908	-7.44911	-9.2757	-11.2585	-13.4511	-15.799	-18.3224	-21.0137	-23.8107	-26.5031	-29.5142	-32.4811	-35.5826	-38.7071	-41.8748	-45.3016	-48.5801
1068000	2000	0	0.264656	0.17495	-0.165558	-0.791618	-1.70435	-2.77844	-4.16176	-5.70908	-7.44911	-9.2757	-11.2585	-13.4511	-15.799	-18.3224	-21.0137	-23.8107	-26.5031	-29.5142	-32.4811	-35.5826	-38.7071	-41.8748	-45.3016	-48.5801
1069000	2000	0	0.264656	0.17495	-0.165558	-0.791618	-1.70435	-2.77844	-4.16176	-5.70908	-7.44911	-9.2757	-11.2585	-13.4511	-15.799	-18.3224	-21.0137	-23.8107	-26.5031	-29.5142	-32.4811	-35.5826	-38.7071	-41.8748	-45.3016	-48.5801
1070000	2000	0	0.264656	0.17495	-0.165558	-0.791618	-1.70435	-2.77844	-4.16176	-5.70908	-7.44911	-9.2757	-11.2585	-13.4511	-15.799	-18.3224	-21.0137	-23.8107	-26.5031	-29.5142	-32.4811	-35.5826	-38.7071	-41.8748	-45.3016	-48.5801
1071000	2000	0	0.264656	0.17495	-0.165558	-0.791618	-1.70435	-2.77844	-4.16176	-5.70908	-7.44911	-9.2757	-11.2585	-13.4511	-15.799	-18.3224	-21.0137	-23.8107	-26.5031	-29.5142	-32.4811	-35.5826	-38.7071	-41.8748	-45.3016	-48.5801
1072000	2000	0	0.264656	0.17495	-0.165558	-0.791618	-1.70435	-2.77844	-4.16176	-5.70908	-7.44911	-9.2757	-11.2585	-13.4511	-15.799	-18.3224	-21.0137	-23.8107	-26.5031	-29.5142	-32.4811	-35.5826	-38.7071	-41.8748	-45.3016	-48.5801
1073000	2000	0	0.264656	0.17495	-0.165558	-0.791618	-1.70435	-2.77844	-4.16176	-5.70908	-7.44911	-9.2757	-11.2585	-13.4511	-15.799	-18.3224	-21.0137	-23.8107	-26.5031	-29.5142	-32.4811	-35.5826	-38.7071	-41.8748	-45.3016	-48.5801
1074000	2000	0	0.264656	0.17495	-0.165558	-0.791618	-1.70435	-2.77844	-4.16176	-5.70908	-7.44911	-9.2757	-11.2585	-13.4511	-15.799	-18.3224	-21.0137	-23.8107	-26.5031	-29.5142	-32.4811	-35.5826	-38.7071	-41.8748	-45.3016	-48.5801
1075000	2000	0	0.264656	0.17495	-0.165558	-0.791618	-1.70435	-2.77844	-4.16176	-5.70908	-7.44911	-9.2757	-11.2585	-13.4511	-15.799	-18.3224	-21.0137	-23.8107	-26.5031	-29.5142	-32.4811	-35.5826	-38.7071	-41.8748	-45.3016	-48.5801
1076000	2000	0	0.264656	0.17495	-0.165558	-0.791618	-1.70435	-2.77844	-4.16176	-5.70908	-7.44911	-9.2757	-11.2585	-13.4511	-15.799	-18.3224	-21.0137	-23.8107	-26.5031	-29.5142	-32.4811	-35.5826	-38.7071	-41.8748	-45.3016	-48.5801
1077000	2000	0	0.264656	0.17495	-0.165558	-0.791618	-1.70435	-2.77844	-4.16176	-5.70908	-7.44911	-9.2757	-11.2585	-13.4511	-15.799	-18.3224	-21.0137	-23.8107	-26.5031	-29.5142	-32.4811	-35.5826	-38.7071	-41.8748	-45.3016	-48.5801
1078000	2000	0	0.264656	0.17495	-0.165558	-0.791618	-1.70435	-2.77844	-4.16176	-5.70908	-7.44911	-9.2757	-11.2585	-13.4511	-15.799	-18.3224	-21.0137	-23.8107	-26.5031	-29.5142	-32.4811	-35.5826	-38.7071	-41.8748	-45.3016	-48.5801
1079000	2000	0	0.264656	0.17495	-0.165558	-0.791618	-1.70435	-2.77844	-4.16176	-5.70908	-7.44911	-9.2757	-11.2585	-13.4511	-15.799	-18.3224	-21.0137	-23.8107	-26.5031	-29.5142	-32.4811	-35.5826	-38.7071	-41.8748	-45.3016	-48.5801
1080000	2000	0	0.264656	0.17495	-0.165558	-0.791618	-1.70435	-2.77844	-4.16176	-5.70908	-7.44911	-9.2757	-11.2585	-13.4511	-15.799	-18.3224	-21.0137	-23.8107	-26.5031	-29.5142	-32.4811	-35.5826	-38.7071	-41.8748	-45.3016	-48.5801
1081000	2000	0	0.264656	0.17495	-0.165558	-0.791618	-1.70435	-2.77844	-4.16176	-5.70908	-7.44911	-9.2757	-11.2585	-13.4511	-15.799	-18.3224	-21.0137	-23.8107	-26.5031	-29.5142	-32.4811	-35.5826	-38.7071	-41.8748	-45.3016	-48.5801
1082000	2000	0	0.264656	0.17495	-0.165558	-0.791618	-1.70435	-2.77844	-4.16176	-5.70908	-7.44911	-9.2757	-11.2585	-13.4511	-15.799	-18.3224	-21.0137	-23.8107	-26.5031	-29.5142	-32.4811	-35.5826	-38.7071	-41.8748	-45.3016	-48.5801
1083000	2000	0	0.264656	0.17495	-0.165558	-0.791618	-1.70435	-2.77844	-4.16176	-5.70908	-7.44911	-9.2757	-11.2585	-13.4511	-15.799	-18.3224	-21.0137	-23.8107	-26.5031	-29.5142	-32.4811	-35.5826	-38.7071	-41.8748	-45.3016	-48.5801
1084000	2000	0	0.264656	0.17495	-0.165558	-0.791618	-1.70435	-2.77844	-4.16176	-5.70908	-7.44911	-9.2757	-11.2585	-13.4511	-15.799	-18.3224	-21.0137	-23.8107	-26.5031	-29.5142	-32.4811	-35.5826	-38.7071	-41.8748	-45.3016	-48.5801
1085000	2000	0	0.264656	0.17495	-0.165558	-0.791618	-1.70435	-2.77844	-4.16176	-5.70908	-7.44911	-9.2757	-11.2585	-13.4511	-15.799	-18.3224	-21.0137	-23.8107	-26.5031	-29.5142	-32.4811	-35.5826	-38.7071	-41.8748	-45.3016	-48.5801
1086000	2000	0	0.264656	0.17495	-0.165558	-0.791618	-1.70435	-2.77844	-4.16176	-5.70908	-7.44911	-9.2757	-11.2585	-13.4511	-15.799	-18.3224	-21.0137	-23.8107	-26.5031	-29.5142	-32.4811	-35.5826	-38.7071	-41.8748	-45.3016	-48.5801
1087000	2000	0	0.264656	0.17495	-0.165558	-0.791618	-1.70435	-2.77844	-4.16176	-5.70908	-7.44911	-9.2757	-11.2585	-13.4511	-15.799	-18.3224	-21.0137	-23.8107	-26.5031	-29.5142	-32.4811	-35.5826	-38.7071	-41.8748	-45.3016	-48.5801
1088000	2000	0	0.264656	0.17495	-0.165558	-0.791618	-1.70435	-2.77844	-4.16176	-5.70908	-7.44911	-9.2757	-11.2585	-13.4511	-15.799	-18.3224	-21.0137	-23.8107	-26.5031	-29.5142	-32.4811	-35.5826	-38.7071	-41.8748	-45.3016	-48.5801
1089000	2000	0	0.264656	0.17495	-0.165558	-0.791618	-1.70435	-2.77844	-4.16176	-5.70908	-7.44911	-9.2757	-11.2585	-13.4511	-15.799	-18.3224	-21.0137	-23.8107	-26.5031	-29.5142	-32.4811	-35.5826	-38.7071	-41.8748	-45.3016	-48.5801
1090000	2000	0	0.264656	0.17495	-0.165558	-0.791618	-1.70435	-2.77844	-4.16176	-5.70908	-7.44911	-9.2757	-11.2585	-13.4511	-15.799	-18.3224	-21.0137	-23.8107	-26.5031	-29.5142	-32.4811	-35.5826	-38.7071	-41.8748	-45.3016	-48.5801
1091000	2000	0	0.264656	0.17495	-0.165558	-0.791618	-1.70435	-2.77844	-4.16176	-5.70908	-7.44911	-9.2757	-11.2585	-13.4511	-15.799	-18.3224	-21.0137	-23.8107	-26.5031	-29.5142	-32.4811	-35.5826	-38.7071	-41.8748	-45.3016	-48.5801
1092000	2000	0	0.264656	0.17495	-0.165558	-0.791618	-1.70435	-2.77844	-4.16176	-5.70908	-7.44911	-9.2757	-11.2585	-13.4511	-15.799	-18.3224	-21.0137	-23.8107	-26.5031	-29.5142	-32.4811	-35.5826	-38.7071	-41.8748	-45.3016	-48.5801
1093000	2000	0	0.264656	0.17495	-0.165558	-0.791618	-1.70435	-2.77844	-4.16176	-5.70908	-7.44911	-9.2757	-11.2585	-13.4511	-15.799	-18.3224	-21.0137	-23.8107	-26.5031	-29.5142	-32.4811	-35.5826	-38.7071	-41.8748	-45.3016	-48.5801
